# Version: 12
# Coordinate system: Brainsight
# Created by: Brainsight 2.5b3
# X=right->left, Y=anterior->posterior, Z=inferior->superior
# Units: millimetres, degrees, milliseconds, and microvolts
# Encoding: UTF-8
# Notes: Each column is delimited by a tab. Each value within a column is delimited by a semicolon.
# Sample Name	Session Name	Index	Assoc. Target	Loc. X	Loc. Y	Loc. Z	m0n0	m0n1	m0n2	m1n0	m1n1	m1n2	m2n0	m2n1	m2n2	Dist. to Target	Target Error	Angular Error	Twist Error	Stim. Power A	Stim. Pulse Interval	Stim. Power B	Date	Time	Creation Cause	Crosshairs Driver	Offset	Comment	EMG Channels	EMG Window Start	EMG Window End	EMG Peak-to-peak 1
Sample 1	Session imported from “Hotspot+Block1.txt”	1	PMC	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	12:43:15.851	TTL1	APcoil	0.0000	(null)	1	10.0000	90.0000	6.8525
Sample 150	Session imported from “Hotspot+Block1.txt”	150	PMC0.5	181.4878	115.1446	177.9682	-0.2028	0.8464	0.4925	-0.7888	-0.4392	0.4300	0.5802	-0.3013	0.7567	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:11.318	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 151	Session imported from “Hotspot+Block1.txt”	151	PMC0.5	181.2484	115.2586	178.2083	-0.2046	0.8475	0.4897	-0.7893	-0.4387	0.4295	0.5789	-0.2987	0.7587	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:11.819	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 152	Session imported from “Hotspot+Block1.txt”	152	PMC0.5	181.1888	115.2183	178.2406	-0.2043	0.8488	0.4876	-0.7910	-0.4366	0.4285	0.5766	-0.2982	0.7606	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:12.321	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 153	Session imported from “Hotspot+Block1.txt”	153	PMC0.5	181.2540	115.2191	178.1879	-0.2041	0.8494	0.4866	-0.7914	-0.4358	0.4287	0.5762	-0.2976	0.7612	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:12.822	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 154	Session imported from “Hotspot+Block1.txt”	154	PMC0.5	181.1694	115.1838	178.2425	-0.2023	0.8513	0.4842	-0.7924	-0.4328	0.4299	0.5755	-0.2967	0.7621	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:13.324	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 155	Session imported from “Hotspot+Block1.txt”	155	PMC0.5	181.2201	115.1086	178.1712	-0.1994	0.8526	0.4831	-0.7922	-0.4304	0.4326	0.5767	-0.2964	0.7612	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:13.825	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 156	Session imported from “Hotspot+Block1.txt”	156	PMC0.5	181.2694	115.1552	178.1498	-0.1998	0.8534	0.4814	-0.7946	-0.4286	0.4300	0.5733	-0.2966	0.7638	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:14.327	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 157	Session imported from “Hotspot+Block1.txt”	157	PMC0.5	181.4254	115.1220	178.0099	-0.1781	0.8500	0.4958	-0.7884	-0.4247	0.4449	0.5888	-0.3117	0.7458	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:24.717	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 158	Session imported from “Hotspot+Block1.txt”	158	PMC0.5	181.5368	114.8018	177.7930	-0.1794	0.8513	0.4930	-0.7903	-0.4232	0.4431	0.5859	-0.3101	0.7487	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:25.219	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 159	Session imported from “Hotspot+Block1.txt”	159	PMC0.5	181.7600	114.9441	177.6722	-0.1808	0.8513	0.4925	-0.7901	-0.4239	0.4427	0.5857	-0.3091	0.7493	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:25.721	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 160	Session imported from “Hotspot+Block1.txt”	160	PMC0.5	181.4989	114.7934	177.8195	-0.1831	0.8503	0.4934	-0.7901	-0.4259	0.4408	0.5850	-0.3091	0.7498	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:26.223	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 161	Session imported from “Hotspot+Block1.txt”	161	PMC0.5	181.1242	114.7749	178.1248	-0.1841	0.8495	0.4944	-0.7916	-0.4263	0.4377	0.5826	-0.3108	0.7510	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:26.725	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 162	Session imported from “Hotspot+Block1.txt”	162	PMC0.5	181.1148	114.6959	178.1051	-0.1828	0.8499	0.4942	-0.7913	-0.4255	0.4391	0.5835	-0.3108	0.7503	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:27.226	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 163	Session imported from “Hotspot+Block1.txt”	163	PMC0.5	181.0868	114.6112	178.0994	-0.1820	0.8506	0.4933	-0.7914	-0.4244	0.4399	0.5836	-0.3103	0.7504	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:27.728	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 164	Session imported from “Hotspot+Block1.txt”	164	PMC0.5	181.4766	114.8798	177.8713	-0.1811	0.8500	0.4947	-0.7920	-0.4243	0.4390	0.5830	-0.3123	0.7500	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:28.326	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 165	Session imported from “Hotspot+Block1.txt”	165	PMC0.5	181.2682	114.6759	177.9650	-0.1653	0.8725	0.4599	-0.8054	-0.3885	0.4476	0.5692	-0.2964	0.7669	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:38.623	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 166	Session imported from “Hotspot+Block1.txt”	166	PMC0.5	181.1886	114.5290	177.9821	-0.1642	0.8730	0.4592	-0.8081	-0.3860	0.4449	0.5657	-0.2980	0.7689	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:39.124	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 167	Session imported from “Hotspot+Block1.txt”	167	PMC0.5	181.3085	114.5743	177.8944	-0.1650	0.8736	0.4578	-0.8069	-0.3865	0.4466	0.5671	-0.2957	0.7687	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:39.625	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 168	Session imported from “Hotspot+Block1.txt”	168	PMC0.5	181.4388	114.6742	177.8214	-0.1666	0.8729	0.4585	-0.8062	-0.3883	0.4464	0.5677	-0.2953	0.7684	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:40.126	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 169	Session imported from “Hotspot+Block1.txt”	169	PMC0.5	181.4389	114.6166	177.8003	-0.1665	0.8726	0.4593	-0.8055	-0.3890	0.4471	0.5688	-0.2955	0.7676	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:40.628	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 170	Session imported from “Hotspot+Block1.txt”	170	PMC0.5	181.4665	114.6752	177.8001	-0.1685	0.8717	0.4602	-0.8059	-0.3906	0.4449	0.5676	-0.2959	0.7683	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:41.128	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 171	Session imported from “Hotspot+Block1.txt”	171	PMC0.5	181.4969	114.7410	177.8012	-0.1685	0.8710	0.4615	-0.8047	-0.3919	0.4459	0.5692	-0.2962	0.7669	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:41.630	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 172	Session imported from “Hotspot+Block1.txt”	172	PMC0.5	181.4594	114.7481	177.8333	-0.1689	0.8705	0.4622	-0.8054	-0.3922	0.4443	0.5681	-0.2972	0.7674	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:42.229	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 173	Session imported from “Hotspot+Block1.txt”	173	PMC0.5	181.6030	115.1292	177.8685	-0.1442	0.8750	0.4622	-0.8008	-0.3776	0.4650	0.5814	-0.3031	0.7551	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:52.523	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 174	Session imported from “Hotspot+Block1.txt”	174	PMC0.5	181.4361	114.8729	177.9013	-0.1446	0.8748	0.4625	-0.8001	-0.3783	0.4655	0.5821	-0.3027	0.7546	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:53.025	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 175	Session imported from “Hotspot+Block1.txt”	175	PMC0.5	181.3045	114.8355	177.9933	-0.1447	0.8741	0.4638	-0.8009	-0.3787	0.4638	0.5810	-0.3043	0.7548	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:53.526	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 176	Session imported from “Hotspot+Block1.txt”	176	PMC0.5	181.3207	114.9464	178.0245	-0.1450	0.8736	0.4646	-0.8009	-0.3794	0.4633	0.5810	-0.3049	0.7546	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:54.027	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 177	Session imported from “Hotspot+Block1.txt”	177	PMC0.5	181.3934	114.9520	177.9677	-0.1440	0.8737	0.4646	-0.8004	-0.3789	0.4645	0.5819	-0.3050	0.7539	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:54.528	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 178	Session imported from “Hotspot+Block1.txt”	178	PMC0.5	181.4860	114.9461	177.8902	-0.1436	0.8736	0.4650	-0.8001	-0.3790	0.4650	0.5825	-0.3052	0.7533	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:55.029	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 179	Session imported from “Hotspot+Block1.txt”	179	PMC0.5	181.4737	114.9471	177.9005	-0.1440	0.8727	0.4665	-0.8000	-0.3801	0.4642	0.5824	-0.3064	0.7529	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:55.530	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 180	Session imported from “Hotspot+Block1.txt”	180	PMC0.5	181.4286	114.9533	177.9396	-0.1450	0.8728	0.4660	-0.7999	-0.3806	0.4640	0.5824	-0.3055	0.7534	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:02:56.032	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 181	Session imported from “Hotspot+Block1.txt”	181	PMC0.5	181.3346	115.0810	178.0672	-0.1379	0.8707	0.4721	-0.7956	-0.3813	0.4708	0.5899	-0.3107	0.7453	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:06.425	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 182	Session imported from “Hotspot+Block1.txt”	182	PMC0.5	181.2690	114.9909	178.0843	-0.1351	0.8703	0.4736	-0.7966	-0.3797	0.4704	0.5892	-0.3137	0.7446	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:06.926	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 183	Session imported from “Hotspot+Block1.txt”	183	PMC0.5	181.2481	114.9075	178.0679	-0.1369	0.8694	0.4748	-0.7957	-0.3820	0.4701	0.5901	-0.3134	0.7440	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:07.427	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 184	Session imported from “Hotspot+Block1.txt”	184	PMC0.5	181.2061	114.8984	178.0984	-0.1369	0.8688	0.4758	-0.7952	-0.3828	0.4702	0.5907	-0.3140	0.7433	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:07.929	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 185	Session imported from “Hotspot+Block1.txt”	185	PMC0.5	181.1624	115.0291	178.1862	-0.1372	0.8689	0.4756	-0.7954	-0.3828	0.4699	0.5904	-0.3138	0.7436	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:08.431	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 186	Session imported from “Hotspot+Block1.txt”	186	PMC0.5	181.3505	115.0641	178.0475	-0.1369	0.8692	0.4751	-0.7951	-0.3825	0.4707	0.5909	-0.3133	0.7435	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:08.933	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 187	Session imported from “Hotspot+Block1.txt”	187	PMC0.5	181.3015	114.8621	178.0064	-0.1347	0.8691	0.4760	-0.7942	-0.3819	0.4726	0.5925	-0.3144	0.7417	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:09.434	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 188	Session imported from “Hotspot+Block1.txt”	188	PMC0.5	181.3152	114.8392	177.9861	-0.1347	0.8685	0.4770	-0.7942	-0.3825	0.4721	0.5925	-0.3153	0.7413	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:10.034	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 189	Session imported from “Hotspot+Block1.txt”	189	PMC0.5	181.3478	114.7258	177.9141	-0.1433	0.8651	0.4808	-0.7905	-0.3923	0.4703	0.5955	-0.3127	0.7400	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:20.327	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 190	Session imported from “Hotspot+Block1.txt”	190	PMC0.5	181.1533	114.5326	178.0140	-0.1431	0.8641	0.4826	-0.7917	-0.3926	0.4681	0.5939	-0.3151	0.7403	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:20.829	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 191	Session imported from “Hotspot+Block1.txt”	191	PMC0.5	181.0971	114.9413	178.2071	-0.1323	0.8590	0.4946	-0.7897	-0.3929	0.4712	0.5991	-0.3282	0.7303	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:21.331	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 192	Session imported from “Hotspot+Block1.txt”	192	PMC0.5	181.1189	114.9326	178.1850	-0.1349	0.8583	0.4950	-0.7883	-0.3956	0.4712	0.6003	-0.3267	0.7300	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:21.832	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 193	Session imported from “Hotspot+Block1.txt”	193	PMC0.5	181.1590	114.8718	178.1288	-0.1372	0.8588	0.4936	-0.7887	-0.3962	0.4701	0.5993	-0.3248	0.7317	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:22.334	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 194	Session imported from “Hotspot+Block1.txt”	194	PMC0.5	181.2547	115.0640	178.1252	-0.1398	0.8596	0.4915	-0.7899	-0.3962	0.4681	0.5971	-0.3228	0.7343	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:22.835	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 195	Session imported from “Hotspot+Block1.txt”	195	PMC0.5	181.2946	114.9775	178.0581	-0.1399	0.8600	0.4907	-0.7894	-0.3960	0.4690	0.5977	-0.3218	0.7343	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:23.336	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 196	Session imported from “Hotspot+Block1.txt”	196	PMC0.5	181.4217	114.9506	177.9442	-0.1390	0.8593	0.4922	-0.7887	-0.3966	0.4697	0.5988	-0.3229	0.7329	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:23.935	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 197	Session imported from “Hotspot+Block1.txt”	197	PMC0.5	181.2260	114.9235	178.0923	-0.1321	0.8699	0.4752	-0.7947	-0.3795	0.4737	0.5924	-0.3151	0.7415	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:34.227	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 198	Session imported from “Hotspot+Block1.txt”	198	PMC0.5	181.2778	114.8068	178.0034	-0.1317	0.8694	0.4762	-0.7945	-0.3799	0.4738	0.5928	-0.3160	0.7408	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:34.729	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 199	Session imported from “Hotspot+Block1.txt”	199	PMC0.5	181.4136	114.8124	177.8954	-0.1307	0.8694	0.4766	-0.7948	-0.3792	0.4738	0.5926	-0.3169	0.7405	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:35.230	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 200	Session imported from “Hotspot+Block1.txt”	200	PMC0.5	181.2200	114.8202	178.0577	-0.1307	0.8690	0.4772	-0.7952	-0.3794	0.4730	0.5921	-0.3177	0.7406	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:35.731	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 201	Session imported from “Hotspot+Block1.txt”	201	PMC0.5	181.2369	114.9200	178.0820	-0.1303	0.8696	0.4762	-0.7956	-0.3783	0.4731	0.5916	-0.3172	0.7412	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:36.232	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 202	Session imported from “Hotspot+Block1.txt”	202	PMC0.5	181.1646	115.0172	178.1796	-0.1327	0.8685	0.4775	-0.7947	-0.3811	0.4724	0.5923	-0.3168	0.7408	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:36.734	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 203	Session imported from “Hotspot+Block1.txt”	203	PMC0.5	181.2224	115.0679	178.1530	-0.1331	0.8682	0.4780	-0.7951	-0.3815	0.4715	0.5917	-0.3173	0.7411	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:37.235	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 204	Session imported from “Hotspot+Block1.txt”	204	PMC0.5	181.3334	115.1409	178.0921	-0.1324	0.8683	0.4781	-0.7953	-0.3809	0.4715	0.5915	-0.3178	0.7410	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:37.737	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 205	Session imported from “Hotspot+Block1.txt”	205	PMC0.5	181.3336	115.2612	178.1402	-0.1250	0.8730	0.4715	-0.7988	-0.3704	0.4740	0.5884	-0.3174	0.7436	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:48.139	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 206	Session imported from “Hotspot+Block1.txt”	206	PMC0.5	181.5329	115.1002	177.9138	-0.1255	0.8724	0.4723	-0.7996	-0.3708	0.4724	0.5873	-0.3184	0.7442	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:48.640	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 207	Session imported from “Hotspot+Block1.txt”	207	PMC0.5	181.3814	115.1326	178.0498	-0.1270	0.8715	0.4737	-0.7986	-0.3731	0.4722	0.5883	-0.3183	0.7434	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:49.239	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 208	Session imported from “Hotspot+Block1.txt”	208	PMC0.5	181.3549	115.1555	178.0805	-0.1269	0.8710	0.4747	-0.7988	-0.3735	0.4717	0.5881	-0.3193	0.7431	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:49.839	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 209	Session imported from “Hotspot+Block1.txt”	209	PMC0.5	181.4751	115.2252	178.0108	-0.1263	0.8713	0.4742	-0.7987	-0.3728	0.4723	0.5883	-0.3191	0.7430	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:50.438	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 210	Session imported from “Hotspot+Block1.txt”	210	PMC0.5	181.5387	115.0687	177.8965	-0.1259	0.8709	0.4751	-0.7970	-0.3740	0.4743	0.5907	-0.3189	0.7412	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:51.038	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 211	Session imported from “Hotspot+Block1.txt”	211	PMC0.5	181.4803	115.1306	177.9687	-0.1267	0.8704	0.4758	-0.7982	-0.3742	0.4721	0.5889	-0.3200	0.7421	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:03:51.540	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 212	Session imported from “Hotspot+Block1.txt”	212	PMC0.5	181.3316	115.2840	178.1509	-0.1280	0.8724	0.4717	-0.8032	-0.3702	0.4667	0.5818	-0.3192	0.7481	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:02.029	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 213	Session imported from “Hotspot+Block1.txt”	213	PMC0.5	181.1828	115.0739	178.1876	-0.1284	0.8718	0.4727	-0.8041	-0.3705	0.4649	0.5805	-0.3204	0.7486	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:02.531	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 214	Session imported from “Hotspot+Block1.txt”	214	PMC0.5	181.1063	115.0929	178.2574	-0.1279	0.8720	0.4725	-0.8041	-0.3700	0.4652	0.5805	-0.3204	0.7485	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:03.033	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 215	Session imported from “Hotspot+Block1.txt”	215	PMC0.5	181.3234	115.2119	178.1287	-0.1290	0.8716	0.4729	-0.8036	-0.3713	0.4651	0.5810	-0.3200	0.7483	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:03.534	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 216	Session imported from “Hotspot+Block1.txt”	216	PMC0.5	181.2386	115.2317	178.2055	-0.1293	0.8711	0.4737	-0.8039	-0.3718	0.4643	0.5806	-0.3208	0.7484	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:04.035	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 217	Session imported from “Hotspot+Block1.txt”	217	PMC0.5	181.4060	115.2849	178.0909	-0.1291	0.8717	0.4728	-0.8053	-0.3703	0.4629	0.5786	-0.3210	0.7498	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:04.538	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 218	Session imported from “Hotspot+Block1.txt”	218	PMC0.5	181.2529	115.2595	178.2050	-0.1286	0.8718	0.4727	-0.8052	-0.3700	0.4633	0.5788	-0.3211	0.7496	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:05.039	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 219	Session imported from “Hotspot+Block1.txt”	219	PMC0.5	181.3437	115.3188	178.1550	-0.1292	0.8720	0.4721	-0.8057	-0.3699	0.4627	0.5781	-0.3206	0.7504	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:05.541	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 220	Session imported from “Hotspot+Block1.txt”	220	PMC0.5	181.2360	114.7354	178.0139	-0.1962	0.8546	0.4809	-0.7969	-0.4247	0.4296	0.5714	-0.2989	0.7643	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:15.937	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 221	Session imported from “Hotspot+Block1.txt”	221	PMC0.5	181.1944	114.6148	178.0074	-0.1959	0.8542	0.4816	-0.7981	-0.4243	0.4279	0.5698	-0.3005	0.7648	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:16.439	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 222	Session imported from “Hotspot+Block1.txt”	222	PMC0.5	181.2274	114.7169	178.0149	-0.1965	0.8545	0.4808	-0.7977	-0.4245	0.4283	0.5701	-0.2994	0.7651	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:16.940	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 223	Session imported from “Hotspot+Block1.txt”	223	PMC0.5	181.2603	114.8286	178.0264	-0.1964	0.8541	0.4817	-0.7977	-0.4248	0.4280	0.5702	-0.3002	0.7647	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:17.442	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 224	Session imported from “Hotspot+Block1.txt”	224	PMC0.5	181.3923	115.1853	178.0620	-0.1975	0.8529	0.4833	-0.7981	-0.4262	0.4259	0.5692	-0.3016	0.7649	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:17.943	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
Sample 225	Session imported from “Hotspot+Block1.txt”	225	PMC0.5	181.3091	115.2583	178.1589	-0.1988	0.8530	0.4825	-0.7994	-0.4260	0.4237	0.5669	-0.3015	0.7666	(null)	(null)	(null)	(null)	(null)	(null)	(null)	2020-09-22	14:04:18.543	TTL1	APcoil	0.0000	(null)	(null)	(null)	(null)	(null)
